model,module_name,group,nonzero,total,sparsity,shape,flops_per_token,param_frac
Masked30,model.decoder.layers.7.self_attn.v_proj,attention_linear,362267,590592,0.38660361129172083,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.7.self_attn.q_proj,attention_linear,507915,590592,0.1399900438881665,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.7.self_attn.out_proj,attention_linear,332183,590592,0.4375423304074556,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.7.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.374531273436328e-06
Masked30,model.decoder.layers.7.fc1,mlp_linear,1686294,2362368,0.2861848789011704,"(3072, 768)",4718592,0.014418029098545072
Masked30,model.decoder.layers.7.fc2,mlp_linear,1658159,2360064,0.29740930754420214,"(768, 3072)",4718592,0.014403967301634919
Masked30,model.decoder.layers.7.final_layer_norm,norm,1536,1536,0.0,,0,9.374531273436328e-06
Masked30,model.decoder.layers.8.self_attn.k_proj,attention_linear,505282,590592,0.14444828240138707,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.8.self_attn.v_proj,attention_linear,388283,590592,0.34255289607715644,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.8.self_attn.q_proj,attention_linear,510093,590592,0.1363022187906372,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.8.self_attn.out_proj,attention_linear,364901,590592,0.38214367956220197,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.8.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.374531273436328e-06
Masked30,model.decoder.layers.8.fc1,mlp_linear,1696690,2362368,0.2817842097420893,"(3072, 768)",4718592,0.014418029098545072
Masked30,model.decoder.layers.8.fc2,mlp_linear,1687971,2360064,0.2847774467133095,"(768, 3072)",4718592,0.014403967301634919
Masked30,model.decoder.layers.8.final_layer_norm,norm,1536,1536,0.0,,0,9.374531273436328e-06
Masked30,model.decoder.layers.9.self_attn.k_proj,attention_linear,509404,590592,0.13746884482011268,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.9.self_attn.v_proj,attention_linear,395453,590592,0.330412535218899,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.9.self_attn.q_proj,attention_linear,512636,590592,0.13199636974425666,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.9.self_attn.out_proj,attention_linear,385518,590592,0.3472346391417426,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.9.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.374531273436328e-06
Masked30,model.decoder.layers.9.fc1,mlp_linear,1709998,2362368,0.27615087911790204,"(3072, 768)",4718592,0.014418029098545072
Masked30,model.decoder.layers.9.fc2,mlp_linear,1708555,2360064,0.27605564933832305,"(768, 3072)",4718592,0.014403967301634919
Masked30,model.decoder.layers.9.final_layer_norm,norm,1536,1536,0.0,,0,9.374531273436328e-06
Masked30,model.decoder.layers.10.self_attn.k_proj,attention_linear,507376,590592,0.14090268747290857,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.10.self_attn.v_proj,attention_linear,413601,590592,0.29968404583875163,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.10.self_attn.q_proj,attention_linear,506616,590592,0.14218953185955785,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.10.self_attn.out_proj,attention_linear,409611,590592,0.3064399788686606,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.10.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.374531273436328e-06
Masked30,model.decoder.layers.10.fc1,mlp_linear,1722556,2362368,0.27083502654963154,"(3072, 768)",4718592,0.014418029098545072
Masked30,model.decoder.layers.10.fc2,mlp_linear,1714698,2360064,0.2734527538236251,"(768, 3072)",4718592,0.014403967301634919
Masked30,model.decoder.layers.10.final_layer_norm,norm,1536,1536,0.0,,0,9.374531273436328e-06
Masked30,model.decoder.layers.11.self_attn.k_proj,attention_linear,504075,590592,0.14649199447334205,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.11.self_attn.v_proj,attention_linear,426061,590592,0.2785865707628955,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.11.self_attn.q_proj,attention_linear,506943,590592,0.141635850130039,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.11.self_attn.out_proj,attention_linear,428527,590592,0.2744110993714781,"(768, 768)",1179648,0.003604507274636268
Masked30,model.decoder.layers.11.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.374531273436328e-06
Masked30,model.decoder.layers.11.fc1,mlp_linear,1709702,2362368,0.27627617712397057,"(3072, 768)",4718592,0.014418029098545072
Masked30,model.decoder.layers.11.fc2,mlp_linear,1737030,2360064,0.26399029856817446,"(768, 3072)",4718592,0.014403967301634919
Masked30,model.decoder.layers.11.final_layer_norm,norm,1536,1536,0.0,,0,9.374531273436328e-06
Masked30,lm_head,lm_head,38608881,38608896,3.8851149741780944e-07,"(50272, 768)",77217792,0.23563821808909555
