model,module_name,group,nonzero,total,sparsity,shape,flops_per_token,param_frac
CSR30,model.decoder.layers.3.final_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.4.self_attn.k_proj,attention_linear,501407,589824,0.14990403917100692,"(768, 768)",1002814,0.0036016432497326905
CSR30,model.decoder.layers.4.self_attn.v_proj,attention_linear,355496,589824,0.3972846137152778,"(768, 768)",710992,0.0036016432497326905
CSR30,model.decoder.layers.4.self_attn.q_proj,attention_linear,505202,589824,0.1434699164496528,"(768, 768)",1010404,0.0036016432497326905
CSR30,model.decoder.layers.4.self_attn.out_proj,attention_linear,308779,589824,0.47648959689670134,"(768, 768)",617558,0.0036016432497326905
CSR30,model.decoder.layers.4.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.4.fc1,mlp_linear,1653560,2359296,0.29912990993923616,"(3072, 768)",3307120,0.014406572998930762
CSR30,model.decoder.layers.4.fc2,mlp_linear,1627979,2359296,0.30997255113389754,"(768, 3072)",3255958,0.014406572998930762
CSR30,model.decoder.layers.4.final_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.5.self_attn.k_proj,attention_linear,503834,589824,0.1457892523871528,"(768, 768)",1007668,0.0036016432497326905
CSR30,model.decoder.layers.5.self_attn.v_proj,attention_linear,340394,589824,0.4228888617621528,"(768, 768)",680788,0.0036016432497326905
CSR30,model.decoder.layers.5.self_attn.q_proj,attention_linear,511658,589824,0.13252427842881942,"(768, 768)",1023316,0.0036016432497326905
CSR30,model.decoder.layers.5.self_attn.out_proj,attention_linear,315249,589824,0.46552022298177087,"(768, 768)",630498,0.0036016432497326905
CSR30,model.decoder.layers.5.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.5.fc1,mlp_linear,1685731,2359296,0.2854940626356337,"(3072, 768)",3371462,0.014406572998930762
CSR30,model.decoder.layers.5.fc2,mlp_linear,1673898,2359296,0.2905095418294271,"(768, 3072)",3347796,0.014406572998930762
CSR30,model.decoder.layers.5.final_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.6.self_attn.k_proj,attention_linear,504412,589824,0.14480929904513884,"(768, 768)",1008824,0.0036016432497326905
CSR30,model.decoder.layers.6.self_attn.v_proj,attention_linear,363949,589824,0.38295321994357634,"(768, 768)",727898,0.0036016432497326905
CSR30,model.decoder.layers.6.self_attn.q_proj,attention_linear,507521,589824,0.13953823513454866,"(768, 768)",1015042,0.0036016432497326905
CSR30,model.decoder.layers.6.self_attn.out_proj,attention_linear,335973,589824,0.43038431803385413,"(768, 768)",671946,0.0036016432497326905
CSR30,model.decoder.layers.6.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.6.fc1,mlp_linear,1679859,2359296,0.2879829406738281,"(3072, 768)",3359718,0.014406572998930762
CSR30,model.decoder.layers.6.fc2,mlp_linear,1654296,2359296,0.29881795247395837,"(768, 3072)",3308592,0.014406572998930762
CSR30,model.decoder.layers.6.final_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.7.self_attn.k_proj,attention_linear,506207,589824,0.14176601833767366,"(768, 768)",1012414,0.0036016432497326905
CSR30,model.decoder.layers.7.self_attn.v_proj,attention_linear,361499,589824,0.3871070014105903,"(768, 768)",722998,0.0036016432497326905
CSR30,model.decoder.layers.7.self_attn.q_proj,attention_linear,507147,589824,0.14017232259114587,"(768, 768)",1014294,0.0036016432497326905
CSR30,model.decoder.layers.7.self_attn.out_proj,attention_linear,331415,589824,0.4381120469835069,"(768, 768)",662830,0.0036016432497326905
CSR30,model.decoder.layers.7.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.7.fc1,mlp_linear,1683222,2359296,0.2865575154622396,"(3072, 768)",3366444,0.014406572998930762
CSR30,model.decoder.layers.7.fc2,mlp_linear,1657391,2359296,0.29750612046983504,"(768, 3072)",3314782,0.014406572998930762
CSR30,model.decoder.layers.7.final_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.8.self_attn.k_proj,attention_linear,504514,589824,0.14463636610243058,"(768, 768)",1009028,0.0036016432497326905
CSR30,model.decoder.layers.8.self_attn.v_proj,attention_linear,387515,589824,0.34299892849392366,"(768, 768)",775030,0.0036016432497326905
CSR30,model.decoder.layers.8.self_attn.q_proj,attention_linear,509325,589824,0.13647969563802087,"(768, 768)",1018650,0.0036016432497326905
CSR30,model.decoder.layers.8.self_attn.out_proj,attention_linear,364133,589824,0.38264126247829866,"(768, 768)",728266,0.0036016432497326905
CSR30,model.decoder.layers.8.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.8.fc1,mlp_linear,1693618,2359296,0.28215111626519096,"(3072, 768)",3387236,0.014406572998930762
CSR30,model.decoder.layers.8.fc2,mlp_linear,1687203,2359296,0.2848701477050781,"(768, 3072)",3374406,0.014406572998930762
CSR30,model.decoder.layers.8.final_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.9.self_attn.k_proj,attention_linear,508636,589824,0.13764784071180558,"(768, 768)",1017272,0.0036016432497326905
CSR30,model.decoder.layers.9.self_attn.v_proj,attention_linear,394685,589824,0.3308427598741319,"(768, 768)",789370,0.0036016432497326905
CSR30,model.decoder.layers.9.self_attn.q_proj,attention_linear,511868,589824,0.13216824001736116,"(768, 768)",1023736,0.0036016432497326905
CSR30,model.decoder.layers.9.self_attn.out_proj,attention_linear,384750,589824,0.347686767578125,"(768, 768)",769500,0.0036016432497326905
CSR30,model.decoder.layers.9.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.9.fc1,mlp_linear,1706926,2359296,0.27651045057508683,"(3072, 768)",3413852,0.014406572998930762
CSR30,model.decoder.layers.9.fc2,mlp_linear,1707787,2359296,0.27614551120334196,"(768, 3072)",3415574,0.014406572998930762
CSR30,model.decoder.layers.9.final_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.10.self_attn.k_proj,attention_linear,506608,589824,0.14108615451388884,"(768, 768)",1013216,0.0036016432497326905
CSR30,model.decoder.layers.10.self_attn.v_proj,attention_linear,412833,589824,0.30007425944010413,"(768, 768)",825666,0.0036016432497326905
CSR30,model.decoder.layers.10.self_attn.q_proj,attention_linear,505848,589824,0.14237467447916663,"(768, 768)",1011696,0.0036016432497326905
CSR30,model.decoder.layers.10.self_attn.out_proj,attention_linear,408843,589824,0.3068389892578125,"(768, 768)",817686,0.0036016432497326905
CSR30,model.decoder.layers.10.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.10.fc1,mlp_linear,1719484,2359296,0.2711876763237847,"(3072, 768)",3438968,0.014406572998930762
CSR30,model.decoder.layers.10.fc2,mlp_linear,1713930,2359296,0.2735417683919271,"(768, 3072)",3427860,0.014406572998930762
CSR30,model.decoder.layers.10.final_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.11.self_attn.k_proj,attention_linear,503307,589824,0.1466827392578125,"(768, 768)",1006614,0.0036016432497326905
CSR30,model.decoder.layers.11.self_attn.v_proj,attention_linear,425293,589824,0.27894931369357634,"(768, 768)",850586,0.0036016432497326905
CSR30,model.decoder.layers.11.self_attn.q_proj,attention_linear,506175,589824,0.14182027180989587,"(768, 768)",1012350,0.0036016432497326905
CSR30,model.decoder.layers.11.self_attn.out_proj,attention_linear,427759,589824,0.27476840549045134,"(768, 768)",855518,0.0036016432497326905
CSR30,model.decoder.layers.11.self_attn_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,model.decoder.layers.11.fc1,mlp_linear,1706630,2359296,0.27663591172960067,"(3072, 768)",3413260,0.014406572998930762
CSR30,model.decoder.layers.11.fc2,mlp_linear,1736262,2359296,0.26407623291015625,"(768, 3072)",3472524,0.014406572998930762
CSR30,model.decoder.layers.11.final_layer_norm,norm,1536,1536,0.0,,0,9.379279296178881e-06
CSR30,lm_head,lm_head,38608881,38608896,3.8851149741780944e-07,"(50272, 768)",77217792,0.23575756438875237
